"yearDraft","numberPickOverall","numberRound","numberRoundPick","namePlayer","slugTeam","nameOrganizationFrom","typeOrganizationFrom","idPlayer","idTeam","nameTeam","cityTeam","teamName","PLAYER_PROFILE_FLAG","slugOrganizationTypeFrom","locationOrganizationFrom"
2019,9,1,9,"Rui Hachimura","WAS","Gonzaga","College/University",1629060,1610612764,"Washington Wizards","Washington","Wizards",1,"COL",NA
2019,10,1,10,"Cam Reddish","ATL","Duke","College/University",1629629,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2019,11,1,11,"Cameron Johnson","MIN","North Carolina","College/University",1629661,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2019,12,1,12,"P.J. Washington","CHA","Kentucky","College/University",1629023,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2019,13,1,13,"Tyler Herro","MIA","Kentucky","College/University",1629639,1610612748,"Miami Heat","Miami","Heat",1,"COL",NA
2019,14,1,14,"Romeo Langford","BOS","Indiana","College/University",1629641,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2019,15,1,15,"Sekou Doumbouya","DET","Limoges CSP","Other Team/Club",1629635,1610612765,"Detroit Pistons","Detroit","Pistons",1,"PRO","France"
2019,16,1,16,"Chuma Okeke","ORL","Auburn","College/University",1629643,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2019,17,1,17,"Nickeil Alexander-Walker","BKN","Virginia Tech","College/University",1629638,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2019,18,1,18,"Goga Bitadze","IND","KK Mega Leks","Other Team/Club",1629048,1610612754,"Indiana Pacers","Indiana","Pacers",1,"PRO","Serbia"
2019,19,1,19,"Luka Samanic","SAS","KK Olimpija","Other Team/Club",1629677,1610612759,"San Antonio Spurs","San Antonio","Spurs",1,"PRO","Slovenia"
2019,20,1,20,"Matisse Thybulle","BOS","Washington","College/University",1629680,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2019,21,1,21,"Brandon Clarke","OKC","Gonzaga","College/University",1629634,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2019,22,1,22,"Grant Williams","BOS","Tennessee","College/University",1629684,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2019,23,1,23,"Darius Bazley","UTA","Princeton","High School",1629647,1610612762,"Utah Jazz","Utah","Jazz",1,"HS",NA
2019,24,1,24,"Ty Jerome","PHI","Virginia","College/University",1629660,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2019,25,1,25,"Nassir Little","POR","North Carolina","College/University",1629642,1610612757,"Portland Trail Blazers","Portland","Trail Blazers",1,"COL",NA
2019,26,1,26,"Dylan Windler","CLE","Belmont","College/University",1629685,1610612739,"Cleveland Cavaliers","Cleveland","Cavaliers",1,"COL",NA
2019,27,1,27,"Mfiondu Kabengele","BKN","Florida State","College/University",1629662,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2019,28,1,28,"Jordan Poole","GSW","Michigan","College/University",1629673,1610612744,"Golden State Warriors","Golden State","Warriors",1,"COL",NA
2019,29,1,29,"Keldon Johnson","SAS","Kentucky","College/University",1629640,1610612759,"San Antonio Spurs","San Antonio","Spurs",1,"COL",NA
2019,30,1,30,"Kevin Porter Jr.","MIL","Southern California","College/University",1629645,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2019,31,2,1,"Nic Claxton","BKN","Georgia","College/University",1629651,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2019,32,2,2,"KZ Okpala","PHX","Stanford","College/University",1629644,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2019,33,2,3,"Carsen Edwards","PHI","Purdue","College/University",1629035,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2019,34,2,4,"Bruno Fernando","PHI","Maryland","College/University",1628981,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2019,35,2,5,"Didi Louzada","ATL","Sesi Franca","Other Team/Club",1629712,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"PRO","Brazil"
2019,36,2,6,"Cody Martin","CHA","North Carolina State","College/University",1628998,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2019,37,2,7,"Deividas Sirvydis","DAL","BC Lietuvos rytas","Other Team/Club",1629686,1610612742,"Dallas Mavericks","Dallas","Mavericks",1,"PRO","Lithuania"
2019,38,2,8,"Daniel Gafford","CHI","Arkansas","College/University",1629655,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2019,39,2,9,"Alen Smailagic","NOP","Santa Cruz","Other Team/Club",1629346,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"PRO","G League"
2019,40,2,10,"Justin James","SAC","Wyoming","College/University",1629713,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2019,41,2,11,"Eric Paschall","GSW","Villanova","College/University",1629672,1610612744,"Golden State Warriors","Golden State","Warriors",1,"COL",NA
2019,42,2,12,"Admiral Schofield","PHI","Tennessee","College/University",1629678,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2019,43,2,13,"Jaylen Nowell","MIN","Washington","College/University",1629669,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2019,44,2,14,"Bol Bol","MIA","Oregon","College/University",1629626,1610612748,"Miami Heat","Miami","Heat",1,"COL",NA
2019,45,2,15,"Isaiah Roby","DET","Nebraska","College/University",1629676,1610612765,"Detroit Pistons","Detroit","Pistons",1,"COL",NA
2019,46,2,16,"Talen Horton-Tucker","ORL","Iowa State","College/University",1629659,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2019,47,2,17,"Ignas Brazdeikis","SAC","Michigan","College/University",1629649,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2019,48,2,18,"Terance Mann","LAC","Florida State","College/University",1629611,1610612746,"LA Clippers","LA","Clippers",1,"COL",NA
2019,49,2,19,"Quinndary Weatherspoon","SAS","Mississippi State","College/University",1629683,1610612759,"San Antonio Spurs","San Antonio","Spurs",1,"COL",NA
2019,50,2,20,"Jarrell Brantley","IND","College of Charleston","College/University",1629714,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2019,51,2,21,"Tremont Waters","BOS","Louisiana State","College/University",1629682,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2019,52,2,22,"Jalen McDaniels","CHA","San Diego","College/University",1629667,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2019,53,2,23,"Justin Wright-Foreman","UTA","Hofstra","College/University",1629625,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2019,54,2,24,"Marial Shayok","PHI","Virginia","College/University",1629621,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2019,55,2,25,"Kyle Guy","NYK","Virginia","College/University",1629657,1610612752,"New York Knicks","New York","Knicks",1,"COL",NA
2019,56,2,26,"Jaylen Hands","LAC","California-Los Angeles","College/University",1628986,1610612746,"LA Clippers","LA","Clippers",0,"COL",NA
2019,57,2,27,"Jordan Bone","NOP","Tennessee","College/University",1629648,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2019,58,2,28,"Miye Oni","GSW","Yale","College/University",1629671,1610612744,"Golden State Warriors","Golden State","Warriors",1,"COL",NA
2019,59,2,29,"Dewan Hernandez","TOR","Miami (FL)","College/University",1629608,1610612761,"Toronto Raptors","Toronto","Raptors",1,"COL",NA
2019,60,2,30,"Vanja Marinkovic","SAC","KK Partizan","Other Team/Club",1629079,1610612758,"Sacramento Kings","Sacramento","Kings",0,"PRO","Serbia"
2018,1,1,1,"Deandre Ayton","PHX","Arizona","College/University",1629028,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2018,2,1,2,"Marvin Bagley III","SAC","Duke","College/University",1628963,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2018,3,1,3,"Luka Doncic","ATL","Real Madrid Baloncesto","Other Team/Club",1629029,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"PRO","Spain"
2018,4,1,4,"Jaren Jackson Jr.","MEM","Michigan State","College/University",1628991,1610612763,"Memphis Grizzlies","Memphis","Grizzlies",1,"COL",NA
2018,5,1,5,"Trae Young","DAL","Oklahoma","College/University",1629027,1610612742,"Dallas Mavericks","Dallas","Mavericks",1,"COL",NA
2018,6,1,6,"Mo Bamba","ORL","Texas","College/University",1628964,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2018,7,1,7,"Wendell Carter Jr.","CHI","Duke","College/University",1628976,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2018,8,1,8,"Collin Sexton","CLE","Alabama","College/University",1629012,1610612739,"Cleveland Cavaliers","Cleveland","Cavaliers",1,"COL",NA
2018,9,1,9,"Kevin Knox II","NYK","Kentucky","College/University",1628995,1610612752,"New York Knicks","New York","Knicks",1,"COL",NA
2018,10,1,10,"Mikal Bridges","PHI","Villanova","College/University",1628969,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2018,11,1,11,"Shai Gilgeous-Alexander","CHA","Kentucky","College/University",1628983,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2018,12,1,12,"Miles Bridges","LAC","Michigan State","College/University",1628970,1610612746,"LA Clippers","LA","Clippers",1,"COL",NA
2018,13,1,13,"Jerome Robinson","LAC","Boston College","College/University",1629010,1610612746,"LA Clippers","LA","Clippers",1,"COL",NA
2018,14,1,14,"Michael Porter Jr.","DEN","Missouri","College/University",1629008,1610612743,"Denver Nuggets","Denver","Nuggets",1,"COL",NA
2018,15,1,15,"Troy Brown Jr.","WAS","Oregon","College/University",1628972,1610612764,"Washington Wizards","Washington","Wizards",1,"COL",NA
2018,16,1,16,"Zhaire Smith","PHX","Texas Tech","College/University",1629015,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2018,17,1,17,"Donte DiVincenzo","MIL","Villanova","College/University",1628978,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2018,18,1,18,"Lonnie Walker IV","SAS","Miami (FL)","College/University",1629022,1610612759,"San Antonio Spurs","San Antonio","Spurs",1,"COL",NA
2018,19,1,19,"Kevin Huerter","ATL","Maryland","College/University",1628989,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2018,20,1,20,"Josh Okogie","MIN","Georgia Tech","College/University",1629006,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2018,21,1,21,"Grayson Allen","UTA","Duke","College/University",1628960,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2018,22,1,22,"Chandler Hutchison","CHI","Boise State","College/University",1628990,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2018,23,1,23,"Aaron Holiday","IND","California-Los Angeles","College/University",1628988,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2018,24,1,24,"Anfernee Simons","POR","IMG Academy","High School",1629014,1610612757,"Portland Trail Blazers","Portland","Trail Blazers",1,"HS",NA
2018,25,1,25,"Moritz Wagner","LAL","Michigan","College/University",1629021,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2018,26,1,26,"Landry Shamet","PHI","Wichita State","College/University",1629013,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2018,27,1,27,"Robert Williams III","BOS","Texas A&M","College/University",1629057,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2018,28,1,28,"Jacob Evans","GSW","Cincinnati","College/University",1628980,1610612744,"Golden State Warriors","Golden State","Warriors",1,"COL",NA
2018,29,1,29,"Dzanan Musa","BKN","KK Cedevita","Other Team/Club",1629058,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"PRO","Croatia"
2018,30,1,30,"Omari Spellman","ATL","Villanova","College/University",1629016,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2018,31,2,1,"Elie Okobo","PHX","Elan Bearnais Pau-Orthez","Other Team/Club",1629059,1610612756,"Phoenix Suns","Phoenix","Suns",1,"PRO","France"
2018,32,2,2,"Jevon Carter","MEM","West Virginia","College/University",1628975,1610612763,"Memphis Grizzlies","Memphis","Grizzlies",1,"COL",NA
2018,33,2,3,"Jalen Brunson","DAL","Villanova","College/University",1628973,1610612742,"Dallas Mavericks","Dallas","Mavericks",1,"COL",NA
2018,34,2,4,"Devonte' Graham","ATL","Kansas","College/University",1628984,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2018,35,2,5,"Melvin Frazier Jr.","ORL","Tulane","College/University",1628982,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2018,36,2,6,"Mitchell Robinson","NYK",NA,NA,1629011,1610612752,"New York Knicks","New York","Knicks",1,"UNK",NA
2018,37,2,7,"Gary Trent Jr.","SAC","Duke","College/University",1629018,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2018,38,2,8,"Khyri Thomas","PHI","Creighton","College/University",1629017,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2018,39,2,9,"Isaac Bonga","PHI","Fraport Skyliners","Other Team/Club",1629067,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"PRO","Germany"
2018,40,2,10,"Rodions Kurucs","BKN","FC Barcelona Basquet","Other Team/Club",1629066,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"PRO","Spain"
2018,41,2,11,"Jarred Vanderbilt","ORL","Kentucky","College/University",1629020,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2018,42,2,12,"Bruce Brown","DET","Miami (FL)","College/University",1628971,1610612765,"Detroit Pistons","Detroit","Pistons",1,"COL",NA
2018,43,2,13,"Justin Jackson","DEN","Maryland","College/University",1628992,1610612743,"Denver Nuggets","Denver","Nuggets",0,"COL",NA
2018,44,2,14,"Issuf Sanon","WAS","KK Olimpija","Other Team/Club",1629068,1610612764,"Washington Wizards","Washington","Wizards",0,"PRO","Slovenia"
2018,45,2,15,"Hamidou Diallo","BKN","Kentucky","College/University",1628977,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2018,46,2,16,"De'Anthony Melton","HOU","Southern California","College/University",1629001,1610612745,"Houston Rockets","Houston","Rockets",1,"COL",NA
2018,47,2,17,"Svi Mykhailiuk","LAL","Kansas","College/University",1629004,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2018,48,2,18,"Keita Bates-Diop","MIN","Ohio State","College/University",1628966,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2018,49,2,19,"Chimezie Metu","MIL","Southern California","College/University",1629002,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2018,50,2,20,"Alize Johnson","IND","Missouri State","College/University",1628993,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2018,51,2,21,"Tony Carr","NOP","Penn State","College/University",1628974,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",0,"COL",NA
2018,52,2,22,"Vincent Edwards","UTA","Purdue","College/University",1629053,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2018,53,2,23,"Devon Hall","OKC","Virginia","College/University",1628985,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2018,54,2,24,"Shake Milton","DAL","Southern Methodist","College/University",1629003,1610612742,"Dallas Mavericks","Dallas","Mavericks",1,"COL",NA
2018,55,2,25,"Arnoldas Kulboka","CHA","Brose Bamberg","Other Team/Club",1629083,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"PRO","Germany"
2018,56,2,26,"Ray Spalding","PHI","Louisville","College/University",1629034,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2018,57,2,27,"Kevin Hervey","OKC","Texas-Arlington","College/University",1628987,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2018,58,2,28,"Thomas Welsh","DEN","California-Los Angeles","College/University",1629118,1610612743,"Denver Nuggets","Denver","Nuggets",1,"COL",NA
2018,59,2,29,"George King","PHX","Colorado","College/University",1628994,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2018,60,2,30,"Kostas Antetokounmpo","PHI","Dayton","College/University",1628961,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2017,1,1,1,"Markelle Fultz","PHI","Washington","College/University",1628365,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2017,2,1,2,"Lonzo Ball","LAL","California-Los Angeles","College/University",1628366,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2017,3,1,3,"Jayson Tatum","BOS","Duke","College/University",1628369,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2017,4,1,4,"Josh Jackson","PHX","Kansas","College/University",1628367,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2017,5,1,5,"De'Aaron Fox","SAC","Kentucky","College/University",1628368,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2017,6,1,6,"Jonathan Isaac","ORL","Florida State","College/University",1628371,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2017,7,1,7,"Lauri Markkanen","MIN","Arizona","College/University",1628374,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2017,8,1,8,"Frank Ntilikina","NYK","SIG Strasbourg","Other Team/Club",1628373,1610612752,"New York Knicks","New York","Knicks",1,"PRO","France"
2017,9,1,9,"Dennis Smith Jr.","DAL","North Carolina State","College/University",1628372,1610612742,"Dallas Mavericks","Dallas","Mavericks",1,"COL",NA
2017,10,1,10,"Zach Collins","SAC","Gonzaga","College/University",1628380,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2017,11,1,11,"Malik Monk","CHA","Kentucky","College/University",1628370,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2017,12,1,12,"Luke Kennard","DET","Duke","College/University",1628379,1610612765,"Detroit Pistons","Detroit","Pistons",1,"COL",NA
2017,13,1,13,"Donovan Mitchell","DEN","Louisville","College/University",1628378,1610612743,"Denver Nuggets","Denver","Nuggets",1,"COL",NA
2017,14,1,14,"Bam Adebayo","MIA","Kentucky","College/University",1628389,1610612748,"Miami Heat","Miami","Heat",1,"COL",NA
2017,15,1,15,"Justin Jackson","POR","North Carolina","College/University",1628382,1610612757,"Portland Trail Blazers","Portland","Trail Blazers",1,"COL",NA
2017,16,1,16,"Justin Patton","CHI","Creighton","College/University",1628383,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2017,17,1,17,"D.J. Wilson","MIL","Michigan","College/University",1628391,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2017,18,1,18,"T.J. Leaf","IND","California-Los Angeles","College/University",1628388,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2017,19,1,19,"John Collins","ATL","Wake Forest","College/University",1628381,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2017,20,1,20,"Harry Giles III","POR","Duke","College/University",1628385,1610612757,"Portland Trail Blazers","Portland","Trail Blazers",1,"COL",NA
